question,answer,source_file
Câu 11. Suất điện động cảm ứng trong cuộn dây của stato sẽ xuất hiện khi,"['A. từ trường qua cuộn dây biến thiên.', 'B. cuộn dây được giữ cố định.', 'C. rôto và stato đứng yên.', 'D. từ trường qua cuộn dây không đổi']",37_ThptDtnt-Ds_Thpt-Pbc-TruongThiHongLe.docx
"Câu 12. Một dây dẫn được uốn quanh một nhà sàn trong khu du lịch được gập thành một khung dây có dạng tam giác vuông tại A, AM 8 cm, AN 6 cm mang dòng điện I 5A. Đặt khung dây vào trong từ trường đều B 3.103T có véc tơ cảm ứng từ song song với cạnh AN hướng từ A đến N. Giữ khung cố định, lực từ tác dụng lên cạnh MN của tam giác bằng","['A. 0,8 mN.', 'B. 1,2 mN.', 'C. 1,5 mN.', 'D. 1,8 mN.']",37_ThptDtnt-Ds_Thpt-Pbc-TruongThiHongLe.docx
Lực từ tác dụng lên cạnh AM có điểm đặt tại trung điểm A M và theo quy tắc bàn tay trái nó có hướng từ ngoài vào trong và có độ lớn:,['A. .'],37_ThptDtnt-Ds_Thpt-Pbc-TruongThiHongLe.docx
Câu 13. Đặc điểm nào không phải của các đường sức từ biểu diễn từ trường sinh bởi dòng điện chạy trong dây dẫn thẳng dài?,"['A. Các đường sức là các đường tròn.', 'B. Mặt phẳng chứa các đường sức thì vuông góc với dây dẫn.', 'C. Chiều các đường sức được xác định bởi quy tắc bàn tay phải', 'D. Chiều các đường sức không phụ thuộc chiều dòng dòng điện.', 'E. Đáp án D']",37_ThptDtnt-Ds_Thpt-Pbc-TruongThiHongLe.docx
"Câu 14. Tia X là một loại sóng điện từ có bước sóng ngắn, năng lượng lớn, có khả năng đâm xuyên mạnh qua các vật chất, có tác dụng lên kính ảnh. Vì vậy, tia X được sử dụng rộng rãi trong nhiều lĩnh vực của đời sống và khoa học kỹ thuật. Trong lĩnh vực an ninh, tia X được dùng để kiểm tra hành lý tại sân bay nhờ vào","['A. tính chất phát sáng khi tiếp xúc với các bề mặt kim loại.', 'B. khả năng làm ion hóa không khí.', 'C. khả năng đâm xuyên qua các vật liệu khác nhau để tạo ra hình ảnh.', 'D. tính chất truyền thẳng và không bị hấp thụ bởi các vật liệu.']",37_ThptDtnt-Ds_Thpt-Pbc-TruongThiHongLe.docx
"Câu 15. Nguyên tố Cobalt là một đồng vị phóng xạ của Cobalt, được sử dụng rộng rãi trong y học và công nghiệp. Hạt nhân có số neutron là bao nhiêu?","['A. 27', 'B. 33', 'C. 60', 'D. 87']",37_ThptDtnt-Ds_Thpt-Pbc-TruongThiHongLe.docx
"Số neutron trong hạt nhân được tính theo công thức N=A−Z, trong đó:","['A. A=60 (số khối của ); Z=27 (số proton của )', 'B. Do đó, N=60−27=33N']",37_ThptDtnt-Ds_Thpt-Pbc-TruongThiHongLe.docx
"Câu 16. Cobalt-60 là một chất phóng xạ phát ra tia gamma và được ứng dụng để tiêu diệt tế bào ung thư, khử trùng dụng cụ y tế, hoặc kiểm tra chất lượng trong công nghiệp. Hạt Cobalt-60 phân rã phóng xạ theo phương trình , hạt X được phát ra là","['A. hạt neutrino', 'B. hạt electron', 'C. hạt proton', 'D. hạt neutron.']",37_ThptDtnt-Ds_Thpt-Pbc-TruongThiHongLe.docx
"Câu 17. Trong không khí, tia phóng xạ nào sau đây có tốc độ nhỏ nhất?","['A. Tia γ.', 'B. Tia α.', 'C. Tia β+.', 'D. Tia β-.']",37_ThptDtnt-Ds_Thpt-Pbc-TruongThiHongLe.docx
"Câu 18. Máy chụp MRI (hay máy chụp cộng hưởng từ) là một kỹ thuật chẩn đoán hình ảnh không xâm lấn, sử dụng từ trường mạnh và sóng vô tuyến. Chụp MRI an toàn và không đau, góp phần cung cấp thông tin quan trọng cho việc chẩn đoán và điều trị bệnh.Vai trò của từ trường trong máy MRI là gì?","['A. Tạo ra lực từ để diệt khuẩn trên da.', 'B. Được sử dụng để tạo hình ảnh chi tiết bên trong cơ thể.', 'C. Giúp tăng tốc các ion trong cơ thể, điều trị bệnh liên quan đến tim mạch.', 'D. Tạo dòng điện cảm ứng để đo huyết áp.']",37_ThptDtnt-Ds_Thpt-Pbc-TruongThiHongLe.docx
Câu 1. Hướng dẫn giải,"['A. a) Đúng. Quá trình tăng nhiệt độ từ trạng thái (1) đến trạng thái (2) nước tồn tại ở thể rắn.', 'B. b) Đúng. Trong suốt quá trình từ (2) đến (3) nước đang nóng chảy, toàn bộ nhiệt lượng cung cấp cho nước được chuyển thành ẩn nhiệt nóng chảy.', 'C. c) Sai. Trong quá trình từ (4) đến (5) nhiệt độ không tăng lên nữa, nước nhận nhiệt để chuyển thể.', 'D. d) Đúng. Trong suốt quá trình từ (3) đến (4), các phân tử chuyển động nhiệt hỗn loạn càng nhanh dần làm cho lực liên kết giữa chúng càng yếu theo thời gian.']",37_ThptDtnt-Ds_Thpt-Pbc-TruongThiHongLe.docx
Câu 2. Hướng dẫn giải,['A. a) Đúng'],37_ThptDtnt-Ds_Thpt-Pbc-TruongThiHongLe.docx
"Khi có dòng điện qua đoạn dây dẫn, đoạn dây chịu tác dụng của lực từ do nam châm gây ra nên đoạn dây cũng tác dụng lực lên nam châm.",['A. b) Sai'],37_ThptDtnt-Ds_Thpt-Pbc-TruongThiHongLe.docx
"Số chỉ của cân tăng lên nên lực tác dụng lên nam châm có phương thẳng đứng, chiều hướng xuống nên lực từ tác dụng lên đoạn dây dẫn có phương thẳng đứng hướng lên, độ lớn:",['A. c) Đúng'],37_ThptDtnt-Ds_Thpt-Pbc-TruongThiHongLe.docx
Ta có lực từ tác dụng lên đoạn dây được tính:,"['A. Suy ra cảm ứng từ:', 'B. d) Sai']",37_ThptDtnt-Ds_Thpt-Pbc-TruongThiHongLe.docx
Tính cảm ứng từ dựa vào kết quả mỗi lần đo có bảng,['A. Giá trị trung bình:'],37_ThptDtnt-Ds_Thpt-Pbc-TruongThiHongLe.docx
Câu 3. Hướng dẫn giải,"['A. a) Chất khí không có hình dạng và thể tích riêng, luôn chiếm toàn bộ thể tích bình chứa và có thể nén được dễ dàng.', 'B. b) Vật ở thể rắn có thể tích và hình dạng riêng, rất khó nén.', 'C. c) Vật rắn đang nóng chảy thì nội năng của nó giảm', 'D. Sai. Nội năng của vật tăng mặc dù nhiệt độ của vật đang nóng chảy không đổi, nhưng chúng luôn nhận được thêm nhiệt lượng Q để nóng chảy hoàn toàn, nên do đó nhiệt lượng tăng làm nội năng tăng.', 'E. d) Nhiệt hóa hơi riêng của nước có giá trị 2,3.106 J/kg có ý nghĩa mỗi kilôgam nước cần thu một lượng nhiệt là 2,3.106 J để bay hơi hoàn toàn ở nhiệt độ sôi và áp suất chuẩn.']",37_ThptDtnt-Ds_Thpt-Pbc-TruongThiHongLe.docx
Câu 4. Hướng dẫn giải,"['A. a) Sai. Số proton Z=82, số neutron N=A-Z=126.', 'B. b) Đúng. Chu kì bán rã T là khoảng thời gian mà một nửa số hạt nhân hiện có sẽ bị phân rã, biến đổi thành hạt nhân khác.', 'C. c) Sai', 'D. ,', 'E. d) Đúng']",37_ThptDtnt-Ds_Thpt-Pbc-TruongThiHongLe.docx
Câu 1. Động năng trung bình của phân tử khí lí tưởng ở có giá trị là x.10-21J. Tính giá trị x?,['A. Áp dụng công thức'],37_ThptDtnt-Ds_Thpt-Pbc-TruongThiHongLe.docx
"Thay các giá trị k = 1,38.10-23 J/K, T = 298 K, ta được: Wđ = 6,2.10-21 J.","['A. Đáp án: 6,2']",37_ThptDtnt-Ds_Thpt-Pbc-TruongThiHongLe.docx
Câu 2. Một lượng khí nitrogen có thể tích giảm từ xuống thì áp suất tăng từ đến và có nhiệt độ là . Nhiệt độ ban đầu là bao nhiêu kelvin?,"['A. Áp dụng công thức', 'B. Thay số, với:; ; ; ; , ta được .', 'C. Đáp án: 225 K.']",37_ThptDtnt-Ds_Thpt-Pbc-TruongThiHongLe.docx
Câu 3. Điện áp tức thời giữa hai đầu đoạn mạch điện xoay chiều là Giá trị hiệu dụng của điện áp là bao nhiêu Vôn?,"['A. Giá trị hiệu dụng là 220 V.', 'B. Đáp án: 220V']",37_ThptDtnt-Ds_Thpt-Pbc-TruongThiHongLe.docx
"Sử dụng công thức (3.3), độ lớn của cảm ứng từ là","['A. Thay các giá trị đã cho : ta được B = 0,35 T.', 'B. Đáp án: B = 0,35 T.']",37_ThptDtnt-Ds_Thpt-Pbc-TruongThiHongLe.docx
"Câu 5. Hạt nhân đứng yên phân rã thành hạt α () và hạt nhân X (không kèm theo tia γ). Biết năng lượng mà phản ứng tỏa ra là 3,6 MeV và khối lượng của các hạt gần bằng số khối của chúng tính ra đơn vị amu. Tính động năng của hạt α theo đơn vị MeV. ( Kết quả làm tròn sau dấu phẩy 2 chữa số)","['A. Phương trình phản ứng:', 'B. Ta có:']",37_ThptDtnt-Ds_Thpt-Pbc-TruongThiHongLe.docx
Theo định luật bảo toàn động lượng:,"['A. . Năng lượng tỏa ra trong phản ứng là:', 'B. Đáp án: 3,54 MeV']",37_ThptDtnt-Ds_Thpt-Pbc-TruongThiHongLe.docx
Gọi Ptp là công suất do phản ứng phân hạch sinh ra thì công suất này được tính theo công suất có ích là công suất phát điện của nhà máy: Ptt = P/H,"['A. Năng lượng do phản ứng phân hạch toả ra trong thời gian t là: W = Ptpt = Pt/H', 'B. Mỗi phân hạch giải phóng lượng năng lượng W0 = 3,2.10-11J nên trong thời gian t, số hạt bị phân hạch là: N = Pt/HW0 .']",37_ThptDtnt-Ds_Thpt-Pbc-TruongThiHongLe.docx
Khối lượng của số hạt này được xác định:,['A. Đáp án: 31g'],37_ThptDtnt-Ds_Thpt-Pbc-TruongThiHongLe.docx
Câu 1. Vật ở thể rắn có,"['A. thể tích và hình dạng riêng, khó nén.', 'B. thể tích và hình dạng riêng, dễ nén.', 'C. thể tích riêng nhưng không có hình dạng riêng, khó nén.', 'D. thể tích riêng nhưng không có hình dạng riêng, dễ nén.']",39-ThptHaiBaTrung-ThptPhanDinhPhung-DinhGiangThanh.docx
Câu 2. Phản ứng hạt nhân nào sau đây không phải là phản ứng nhiệt hạch?,"['A. + → .', 'B. + 2 .', 'C. + +', 'D. + → .']",39-ThptHaiBaTrung-ThptPhanDinhPhung-DinhGiangThanh.docx
Câu 3. Nhiệt độ của nước tăng thêm bao nhiêu kelvin khi đi qua máy đun?,"['A. 31 K.', 'B. 300 K.', 'C. 290 K.', 'D. 17 K.']",39-ThptHaiBaTrung-ThptPhanDinhPhung-DinhGiangThanh.docx
Câu 4. Khối lượng nước nóng ở 37oC mà máy cung cấp trong mỗi giây xấp xỉ bao nhiêu?,"['A. 0,042 kg.', 'B. 1,27 kg.', 'C. 0,032 kg.', 'D. 2,52 kg.']",39-ThptHaiBaTrung-ThptPhanDinhPhung-DinhGiangThanh.docx
Câu 5. Khi hai vật có nhiệt độ chênh lệch tiếp xúc nhau thì nhiệt năng truyền từ,"['A. vật có nhiệt độ cao sang vật có nhiệt độ thấp hơn.', 'B. vật có nhiệt độ thấp sang vật có nhiệt độ cao hơn.', 'C. vật có kích thước lớn sang vật có kích thước nhỏ hơn.', 'D. vật có kích thước nhỏ sang vật có kích thước lớn hơn.']",39-ThptHaiBaTrung-ThptPhanDinhPhung-DinhGiangThanh.docx
"Câu 6. Khí lí tưởng là môi trường vật chất, trong đó các phân tử khí được xem như:","['A. Những đối tượng không tương tác nhau và có thể tích bằng không.', 'B. Chất điểm không có khối lượng.', 'C. Chất điểm có khối lượng hút lẫn nhau và có thể tích khác không', 'D. Chất điểm và chỉ tương tác với nhau khi va chạm.']",39-ThptHaiBaTrung-ThptPhanDinhPhung-DinhGiangThanh.docx
Câu 7. Khi nhiệt độ tuyệt đối của một khối khí lí tưởng tăng gấp đôi thì động năng trung bình của các phân tử khí,"['A. tăng gấp đôi.', 'B. tăng gấp 4 lần.', 'C. giảm 2 lần.', 'D. không đổi.']",39-ThptHaiBaTrung-ThptPhanDinhPhung-DinhGiangThanh.docx
"Câu 8. Trạng thái của n (mol) khí lí tưởng đơn nguyên tử thay đổi theo quá trình (1) (2) (3) được thể hiện trên đồ thị (p,V) như hình vẽ. Biết nhiệt độ tuyệt đối của khối khí ở trạng thái (1) là T (K). Trong cả quá trình (1) (2) (3), nhiệt lượng mà khối khí nhận được là","['A. .', 'B. .', 'C. .', 'D. .']",39-ThptHaiBaTrung-ThptPhanDinhPhung-DinhGiangThanh.docx
Câu 9. Xung quanh vật nào sau đây không có từ trường?,"['A. Dòng điện không đổi.', 'B. Hạt mang điện chuyển động.', 'C. Hạt mang điện đứng yên.', 'D. Nam châm hình chữ U.']",39-ThptHaiBaTrung-ThptPhanDinhPhung-DinhGiangThanh.docx
Câu 10. Một dây dẫn được đặt nằm ngang theo hướng Nam Bắc trong một từ trường đều có cảm ứng từ nằm ngang hướng về phía Đông. Trong dây dẫn có dòng electron chuyển động theo chiều về phía Nam. Phát biểu nào sau đây là đúng?,"['A. Lực từ tác dụng lên dây có hướng là hướng đông.', 'B. Lực từ tác dụng lên dây có phương thẳng đứng, chiều hướng xuống.', 'C. Lực từ tác dụng lên dây có phương thẳng đứng, chiều hướng lên.', 'D. Lực từ tác dụng lên dây có hướng là hướng tây.']",39-ThptHaiBaTrung-ThptPhanDinhPhung-DinhGiangThanh.docx
"Câu 11. Một dây dẫn nằm ngang dài 50 cm mang dòng điện cường độ 3,0 A đặt vuông góc với vectơ cảm ứng từ B của một từ trường đều như hình bên. Biết vectơ cảm ứng từ B có phương nằm ngang và độ lớn 0,05 T. Lực từ tác dụng lên đoạn dây có","['A. độ lớn 7,5 N, phương thẳng đứng, chiều hướng lên trên.', 'B. độ lớn 7,5 N, phương thẳng đứng, chiều hướng xuống dưới.', 'C. độ lớn 0,075 N, phương thẳng đứng, chiều hướng xuống dưới.', 'D. độ lớn 0,075 N, phương thẳng đứng, chiều hướng lên trên.']",39-ThptHaiBaTrung-ThptPhanDinhPhung-DinhGiangThanh.docx
"Câu 12. Một cuộn dây có 200 vòng, diện tích mỗi vòng dây 300 cm2, được đặt trong một từ trường đều có độ lớn cảm ứng từ 0,015 T. Cuộn dây quay quanh một trục đối xứng của nó, vuông góc với từ trường thì suất điện động cực đại xuất hiện trong cuộn dây là 7,1 V. Tốc độ góc của khung là","['A. 81 rad/s.', 'B. 55 rad/s.', 'C. 79 rad/s.', 'D. 57 rad/s.']",39-ThptHaiBaTrung-ThptPhanDinhPhung-DinhGiangThanh.docx
Câu 13. Từ trường là dạng vật chất tồn tại trong không gian và,"['A. tác dụng lực đẩy lên các vật đặt trong nó.', 'B. tác dụng lực điện lên điện tích đặt trong nó.', 'C. tác dụng lực hút lên các vật đặt trong nó.', 'D. tác dụng lực từ lên nam châm và dòng điện đặt trong nó.']",39-ThptHaiBaTrung-ThptPhanDinhPhung-DinhGiangThanh.docx
"Câu 14. Trong ô tô, người ta thường đặt ở hệ thống tay lái một thiết bị nhằm bảo vệ người lái xe khi xe gặp tai nạn, gọi là “túi khí”. Túi khí được chế tạo bằng vật liệu co giãn, chịu được áp suất lớn. Trong túi khí thường chứa chất Sodium Azide (NaN3), khi xe va chạm mạnh vào vật cản thì hệ thống cảm biến của xe sẽ kích thích chất rắn này làm nó phân hủy tạo thành Sodium (Na) và khí Nitrogen (N2). Khí N2 được tạo thành có tác dụng:","['A. làm phồng túi khí, giúp người lái xe không bị va chạm trực tiếp vào hệ thống lái.', 'B. giúp người lái xe không bị xóc.', 'C. giúp người lái xe dễ lái hơn.', 'D. điều hòa không khí trong xe.']",39-ThptHaiBaTrung-ThptPhanDinhPhung-DinhGiangThanh.docx
"Câu 15. Khoảng giữa tháng 3 năm 2015, khi bàn giao tài sản do thay đổi nhân sự phụ trách an toàn bức xạ, một nhà máy thép tại Bà Rịa – Vũng Tàu phát hiện một nguồn phóng xạ đã bị thất lạc. Nhà chức trách chỉ đạo phải khẩn cấp tìm nguồn phóng xạ đã bị thất lạc này. Việc khẩn cấp tìm kiếm nguồn phóng xạ bị thất lạc là rất quan trọng vì nguồn này","['A. rất đắt tiền.', 'B. khó sản xuất nên khó tìm thấy trên thị trường.', 'C. có thể gây nguy hiểm đến sức khỏe dân cư.', 'D. cần thiết trong việc khảo sát sức khỏe bền của thép.']",39-ThptHaiBaTrung-ThptPhanDinhPhung-DinhGiangThanh.docx
Câu 16. Hạt nhân Triti ( ) có,"['A. 3 nuclôn, trong đó có 1 prôtôn.', 'B. 3 nơtrôn và 1 prôtôn.', 'C. 3 nuclôn, trong dó có 1 nơtrôn.', 'D. 3 prôtôn và 1 nơtrôn.']",39-ThptHaiBaTrung-ThptPhanDinhPhung-DinhGiangThanh.docx
"Câu 17. Đồng vị phóng xạ có chu kì bán rã là 138,4 ngày. Xét một mẫu chất đang chứa hạt nhân (tại thời điểm ban đầu). Sau bao lâu kể từ thời điểm ban đầu thì tỉ số giữa số hạt nhân đã phân rã thành hạt nhân khác và số hạt nhân còn lại bằng 3?","['A. 415,2 ngày.', 'B. 276,8 ngày.', 'C. 321,4 ngày.', 'D. 219,4 ngày.']",39-ThptHaiBaTrung-ThptPhanDinhPhung-DinhGiangThanh.docx
"Người thợ lặn sử dụng bình nén khí (bình A) có các thông số 12 lít – 2.107 Pa chứa không khí (xem là khí lí tưởng). Người ta sử dụng máy nén khí để bơm khí ở áp suất 105 Pa vào bình A với lưu lượng khí là 100 lít/phút và nhiệt độ khối khí không đổi trong suốt quá trình bơm. Ban đầu trong bình A chưa có khí và bỏ qua lượng khí thoát ra ngoài. Nếu bọt khí nitrogen được hình thành ở độ sâu 35 m thì khi người thợ lặn lên đến mặt nước, thể tích bọt khí nitrogen tăng:","['A. 4,5 lần', 'B. 5,3 lần.', 'C. 4 lần.', 'D. 5 lần.']",39-ThptHaiBaTrung-ThptPhanDinhPhung-DinhGiangThanh.docx
"Câu 1. Ở Việt Nam, đặc biệt là tại các thành phố lớn, trà đá vỉa hè là một phần không thể thiếu trong đời sống thường ngày. Người bán thường pha trà bằng cách cho trà vào ấm, rót nước sôi vào, để trà ngấm trong vài phút rồi đặt ấm vào bình giữ nhiệt. Khi có khách, họ sẽ rót trà vào cốc, thêm đá, mang đến một cốc trà thơm ngon để khách thưởng thức","['A. a) Nước đá nổi trong cốc trà chứng tỏ nước đá có khối riêng nhỏ hơn nước.', 'B. b) Một viên nước đá trước khi bỏ vào cốc trà có khối lượng 35 g, nhiệt độ -50C. Cho biết nhiệt dung riêng của nước đá là nhiệt nóng chảy riêng của nước đá là Nhiệt lượng cần cung cấp cho một viên nước đá nóng chảy hoàn toàn ở nhiệt độ nóng chảy 00C là .', 'C. c) Sau một thời gian thả đá vào cốc, ta thấy bên ngoài cốc có nước bám vào thành cốc. Hiện tượng này là do nước thẩm thấu từ bên trong ra bên ngoài thành cốc.', 'D. d) Nước đá truyền nhiệt lượng cho nước trà làm nước trà mát lạnh.']",39-ThptHaiBaTrung-ThptPhanDinhPhung-DinhGiangThanh.docx
"Câu 2. Một đoạn dây dẫn có khối lượng 0,010 kg được treo bằng các lò xo trong từ trường đều có độ lớn cảm ứng từ là 0,041 T và hướng theo phương ngang (Hình vẽ). Phần dây dẫn nằm ngang trong từ trường và vuông góc với cảm ứng từ có chiều dài 1,0 m. Lấy g = 9,8 m/s2. Biết lò xo ở trạng thái tự nhiên và dây treo không nhiễm từ.","['A. a. Độ lớn lực từ tác dụng lên dây dẫn cân bằng với trọng lực tác dụng lên dây', 'B. b. Lực từ có chiều thẳng đứng từ dưới lên trên.', 'C. c. Dòng điện có chiều từ B đến A', 'D. d. Cường độ dòng điện chạy qua dây AB có giá trị 2,4 A']",39-ThptHaiBaTrung-ThptPhanDinhPhung-DinhGiangThanh.docx
"Câu 3. Một nhân viên pha chế một mẫu trà sữa bằng cách trộn các chất lỏng lại với nhau, gồm: nước trà đen (mẫu T), nước đường nâu (mẫu","['D) và sữa tươi (mẫu S). Các mẫu chất lỏng này chỉ trao đổi nhiệt lẫn nhau mà không gây ra các phản ứng hóa học. Bỏ qua sự trao đổi nhiệt với môi trường. Nhiệt độ trước khi trộn của mẫu T, mẫu D và mẫu S lần lượt là 22 °C, 25 °C và 30 °', 'C. Khối lượng của mẫu T, mẫu D và mẫu S lần lượt là (kg), (kg) và (kg). Biết rằng:']",39-ThptHaiBaTrung-ThptPhanDinhPhung-DinhGiangThanh.docx
"Biết nhiệt dung riêng của nước trà đen là J/(kg.K), khối lượng của mẫu nước trà đen là kg. Nhiệt nóng chảy riêng của nước đá và nhiệt dung riêng của nước lần lượt là J/kg và J/(kg.K).","['A. a. Khi trộn mẫu T với mẫu D với nhau thì nhiệt độ mẫu T sẽ truyền nhiệt và mẫu D nhận nhiệt.', 'B. b. Khi có sự cân bằng nhiệt thì các mẫu sẽ ngưng nhận nhiệt và truyền nhiệt.', 'C. c. Nhiệt độ cân bằng của hệ khi trộn mẫu T với mẫu S là .', 'D. d. Nhiệt độ cân bằng của hệ khi trộn cả ba mẫu là .']",39-ThptHaiBaTrung-ThptPhanDinhPhung-DinhGiangThanh.docx
"Câu 4. Dự án lò phản ứng nhiệt hạch ITER tại Pháp dùng phản ứng nhiệt hạch để phát điện với công suất điện tạo ra là 500 MW và hiệu suất chuyển hóa từ nhiệt sang điện bằng 25%. Cho độ hụt khối của hạt nhân T, hạt nhân D và hạt nhân He lần lượt là 0,009106u; 0,002491u và 0,030382 u.","['A. a. Phản ứng nhiệt hạch là phản ứng tỏa năng lượng.', 'B. b. Năng lượng mà nhà máy tạo ra trong 1 năm là .', 'C. c. Số hạt được tạo ra trong 1 năm ta không tính được.', 'D. d. Khối lượng Heli do nhà máy thải ra trong 1 năm (365 ngày) là 149,6 kg']",39-ThptHaiBaTrung-ThptPhanDinhPhung-DinhGiangThanh.docx
Câu 1. Vật ở thể rắn có,"['A. thể tích và hình dạng riêng, khó nén.', 'B. thể tích và hình dạng riêng, dễ nén.', 'C. thể tích riêng nhưng không có hình dạng riêng, khó nén.', 'D. thể tích riêng nhưng không có hình dạng riêng, dễ nén.', 'E. Hướng dẫn giải: Đáp án A.', 'F. Vật ở thể rắn có thể tích và hình dạng riêng, khó nén']",39-ThptHaiBaTrung-ThptPhanDinhPhung-DinhGiangThanh.docx
Câu 2. Phản ứng hạt nhân nào sau đây không phải là phản ứng nhiệt hạch?,"['A. + → .', 'B. + 2 .', 'C. + +', 'D. + → .', 'E. Hướng dẫn giải: Đáp án C', 'F. Theo định nghĩa phản ứng nhiệt hạch ta chọn được C']",39-ThptHaiBaTrung-ThptPhanDinhPhung-DinhGiangThanh.docx
Câu 3. Nhiệt độ của nước tăng thêm bao nhiêu kelvin khi đi qua máy đun?,"['A. 31 K.', 'B. 300 K.', 'C. 290 K.', 'D. 17 K.', 'E. Độ tăng nhiệt độ thì độ C và K đều như nhau: 37- 20 = 17']",39-ThptHaiBaTrung-ThptPhanDinhPhung-DinhGiangThanh.docx
Câu 4. Khối lượng nước nóng ở 37oC mà máy cung cấp trong mỗi giây xấp xỉ bao nhiêu?,"['A. 0,042 kg.', 'B. 1,27 kg.', 'C. 0,032 kg.', 'D. 2,52 kg.', 'E. Sử dụng công thức với Q=P.t']",39-ThptHaiBaTrung-ThptPhanDinhPhung-DinhGiangThanh.docx
Câu 5. Khi hai vật có nhiệt độ chênh lệch tiếp xúc nhau thì nhiệt năng truyền từ,"['A. vật có nhiệt độ cao sang vật có nhiệt độ thấp hơn.', 'B. vật có nhiệt độ thấp sang vật có nhiệt độ cao hơn.', 'C. vật có kích thước lớn sang vật có kích thước nhỏ hơn.', 'D. vật có kích thước nhỏ sang vật có kích thước lớn hơn.']",39-ThptHaiBaTrung-ThptPhanDinhPhung-DinhGiangThanh.docx
Khi hai vật có nhiệt độ chênh lệch tiếp xúc nhau thì nhiệt năng truyền từ vật có nhiệt độ cao sang vật có nhiệt độ thấp hơn.,['A. CĐTD: Hiểu'],39-ThptHaiBaTrung-ThptPhanDinhPhung-DinhGiangThanh.docx
"Câu 6. Khí lí tưởng là môi trường vật chất, trong đó các phân tử khí được xem như:","['A. Những đối tượng không tương tác nhau và có thể tích bằng không.', 'B. Chất điểm không có khối lượng.', 'C. Chất điểm có khối lượng hút lẫn nhau và có thể tích khác không', 'D. Chất điểm và chỉ tương tác với nhau khi va chạm.', 'E. Theo định nghĩa khí lí tưởng ta chọn đáp án D']",39-ThptHaiBaTrung-ThptPhanDinhPhung-DinhGiangThanh.docx
Câu 7. Khi nhiệt độ tuyệt đối của một khối khí lí tưởng tăng gấp đôi thì động năng trung bình của các phân tử khí,"['A. tăng gấp đôi.', 'B. tăng gấp 4 lần.', 'C. giảm 2 lần.', 'D. không đổi.', 'E. Theo công thức ta chọn A']",39-ThptHaiBaTrung-ThptPhanDinhPhung-DinhGiangThanh.docx
"Câu 8. Trạng thái của n (mol) khí lí tưởng đơn nguyên tử thay đổi theo quá trình (1) (2) (3) được thể hiện trên đồ thị (p,V) như hình vẽ. Biết nhiệt độ tuyệt đối của khối khí ở trạng thái (1) là T (K). Trong cả quá trình (1) (2) (3), nhiệt lượng mà khối khí nhận được là","['A. .', 'B. .', 'C. .', 'D. .']",39-ThptHaiBaTrung-ThptPhanDinhPhung-DinhGiangThanh.docx
"Quá trình (1) sang (2) là quá trình đẳng tích, ta có:",['A. và khối khí không thực hiện công'],39-ThptHaiBaTrung-ThptPhanDinhPhung-DinhGiangThanh.docx
"Quá trình (2) sang (3) là quá trình đẳng áp, ta có:",['A. và khối khí thực hiện công có độ lớn'],39-ThptHaiBaTrung-ThptPhanDinhPhung-DinhGiangThanh.docx
"Áp dụng phương trình Clapeyron cho khối khí tại trạng thái (1), ta có:",['A. Suy ra:'],39-ThptHaiBaTrung-ThptPhanDinhPhung-DinhGiangThanh.docx
Câu 10. Một dây dẫn được đặt nằm ngang theo hướng Nam Bắc trong một từ trường đều có cảm ứng từ nằm ngang hướng về phía Đông. Trong dây dẫn có dòng electron chuyển động theo chiều về phía Nam. Phát biểu nào sau đây là đúng?,"['A. Lực từ tác dụng lên dây có hướng là hướng đông.', 'B. Lực từ tác dụng lên dây có phương thẳng đứng, chiều hướng xuống.', 'C. Lực từ tác dụng lên dây có phương thẳng đứng, chiều hướng lên.', 'D. Lực từ tác dụng lên dây có hướng là hướng tây.', 'E. Hướng dẫn giải: Đáp án B', 'F. Hướng của là hướng Đông.', 'G. Do dòng electron chuyển động theo chiều về phía Nam nên chiều của dòng điện là hướng Bắc.']",39-ThptHaiBaTrung-ThptPhanDinhPhung-DinhGiangThanh.docx
"Câu 11. Một dây dẫn nằm ngang dài 50 cm mang dòng điện cường độ 3,0 A đặt vuông góc với vectơ cảm ứng từ B của một từ trường đều như hình bên. Biết vectơ cảm ứng từ B có phương nằm ngang và độ lớn 0,05 T. Lực từ tác dụng lên đoạn dây có","['A. độ lớn 7,5 N, phương thẳng đứng, chiều hướng lên trên.', 'B. độ lớn 7,5 N, phương thẳng đứng, chiều hướng xuống dưới.', 'C. độ lớn 0,075 N, phương thẳng đứng, chiều hướng xuống dưới.', 'D. độ lớn 0,075 N, phương thẳng đứng, chiều hướng lên trên.']",39-ThptHaiBaTrung-ThptPhanDinhPhung-DinhGiangThanh.docx
"Thay số vào công thức ta tính được F = 0,075 N",['A. Dùng quy tắc bàn tay trái ta xác định được chiều của F'],39-ThptHaiBaTrung-ThptPhanDinhPhung-DinhGiangThanh.docx
